dataset,check_type,column,key_value,row_index,reason,original_value,timestamp
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15608,138537,"Negative volume (-27.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.34123554259591,2026-05-16T00:21:30.938373
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18075,138920,"Negative volume (-10.24 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.243464207623871,2026-05-16T00:21:30.938388
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03598,140432,"Negative volume (-274.15 L) — likely return/reversal. Tagged for aggregation, not dropped.",-274.1537935732418,2026-05-16T00:21:30.938404
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05130,140492,"Negative volume (-432.51 L) — likely return/reversal. Tagged for aggregation, not dropped.",-432.5081010434663,2026-05-16T00:21:30.938419
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01604,140554,"Negative volume (-11.72 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.716037937802191,2026-05-16T00:21:30.938435
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06387,140761,"Negative volume (-30.67 L) — likely return/reversal. Tagged for aggregation, not dropped.",-30.669555017120487,2026-05-16T00:21:30.938451
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00825,140966,"Negative volume (-24.25 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.24683269894364,2026-05-16T00:21:30.938466
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12625,142728,"Negative volume (-582.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-582.9311061234192,2026-05-16T00:21:30.938488
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17549,143536,"Negative volume (-116.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-116.47435528126684,2026-05-16T00:21:30.938504
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14594,143651,"Negative volume (-179.79 L) — likely return/reversal. Tagged for aggregation, not dropped.",-179.78523584044683,2026-05-16T00:21:30.938520
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05091,144409,"Negative volume (-66.72 L) — likely return/reversal. Tagged for aggregation, not dropped.",-66.71964632887844,2026-05-16T00:21:30.938536
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02400,145815,"Negative volume (-60.04 L) — likely return/reversal. Tagged for aggregation, not dropped.",-60.03570281358846,2026-05-16T00:21:30.938552
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18835,146047,"Negative volume (-13.63 L) — likely return/reversal. Tagged for aggregation, not dropped.",-13.633630398325334,2026-05-16T00:21:30.938567
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04475,146343,"Negative volume (-58.72 L) — likely return/reversal. Tagged for aggregation, not dropped.",-58.71520683813063,2026-05-16T00:21:30.938583
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08749,146598,"Negative volume (-9.06 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.055405851074484,2026-05-16T00:21:30.938599
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02636,147185,"Negative volume (-183.99 L) — likely return/reversal. Tagged for aggregation, not dropped.",-183.9866403227959,2026-05-16T00:21:30.938614
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01539,147689,"Negative volume (-57.60 L) — likely return/reversal. Tagged for aggregation, not dropped.",-57.603383793081235,2026-05-16T00:21:30.938631
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06971,147697,"Negative volume (-3.86 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.8558604686515343,2026-05-16T00:21:30.938646
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08890,147769,"Negative volume (-16.15 L) — likely return/reversal. Tagged for aggregation, not dropped.",-16.1450870560065,2026-05-16T00:21:30.938662
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11143,148120,"Negative volume (-52.73 L) — likely return/reversal. Tagged for aggregation, not dropped.",-52.733916314255055,2026-05-16T00:21:30.938679
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05706,148355,"Negative volume (-18.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-18.34080660494678,2026-05-16T00:21:30.938694
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00828,149562,"Negative volume (-24.74 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.739189879187155,2026-05-16T00:21:30.938709
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03629,149971,"Negative volume (-21.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.190014459133454,2026-05-16T00:21:30.938725
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14914,150243,"Negative volume (-21.30 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.29832671448782,2026-05-16T00:21:30.938741
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17546,150327,"Negative volume (-20.30 L) — likely return/reversal. Tagged for aggregation, not dropped.",-20.298880435644556,2026-05-16T00:21:30.938757
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03339,150579,"Negative volume (-5.86 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.857871003206624,2026-05-16T00:21:30.938778
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10594,151752,"Negative volume (-12.46 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.458295402193848,2026-05-16T00:21:30.938795
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06221,151899,"Negative volume (-5.62 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.615055885169395,2026-05-16T00:21:30.938811
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10134,152510,"Negative volume (-25.73 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.730440245431748,2026-05-16T00:21:30.938827
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00272,152659,"Negative volume (-27.24 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.237730724236982,2026-05-16T00:21:30.938842
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13162,152952,"Negative volume (-71.09 L) — likely return/reversal. Tagged for aggregation, not dropped.",-71.09472579352877,2026-05-16T00:21:30.938858
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11643,153301,"Negative volume (-51.32 L) — likely return/reversal. Tagged for aggregation, not dropped.",-51.32429668924362,2026-05-16T00:21:30.938873
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00178,153461,"Negative volume (-49.95 L) — likely return/reversal. Tagged for aggregation, not dropped.",-49.95381183615925,2026-05-16T00:21:30.938888
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04119,153740,"Negative volume (-22.62 L) — likely return/reversal. Tagged for aggregation, not dropped.",-22.61722340950755,2026-05-16T00:21:30.938903
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12104,153756,"Negative volume (-66.12 L) — likely return/reversal. Tagged for aggregation, not dropped.",-66.12496514376477,2026-05-16T00:21:30.938919
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17581,154060,"Negative volume (-15.67 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.668355304325605,2026-05-16T00:21:30.938934
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14025,154389,"Negative volume (-23.39 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.388741344012573,2026-05-16T00:21:30.938949
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16243,154565,"Negative volume (-25.01 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.013137463612217,2026-05-16T00:21:30.938965
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03453,154623,"Negative volume (-7.75 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.754331256204172,2026-05-16T00:21:30.938985
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16738,154850,"Negative volume (-93.17 L) — likely return/reversal. Tagged for aggregation, not dropped.",-93.17424767782848,2026-05-16T00:21:30.939001
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17752,155494,"Negative volume (-62.56 L) — likely return/reversal. Tagged for aggregation, not dropped.",-62.558998476669686,2026-05-16T00:21:30.939016
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09369,155660,"Negative volume (-50.18 L) — likely return/reversal. Tagged for aggregation, not dropped.",-50.17681749430784,2026-05-16T00:21:30.939031
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17208,155926,"Negative volume (-17.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-17.2716316771785,2026-05-16T00:21:30.939046
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12417,156032,"Negative volume (-17.61 L) — likely return/reversal. Tagged for aggregation, not dropped.",-17.611536678644665,2026-05-16T00:21:30.939062
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15280,156291,"Negative volume (-11.42 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.415877958232242,2026-05-16T00:21:30.939086
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13687,156720,"Negative volume (-111.89 L) — likely return/reversal. Tagged for aggregation, not dropped.",-111.89316573791244,2026-05-16T00:21:30.939102
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16153,157047,"Negative volume (-14.74 L) — likely return/reversal. Tagged for aggregation, not dropped.",-14.737367526998836,2026-05-16T00:21:30.939118
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07147,157511,"Negative volume (-14.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-14.185626058230412,2026-05-16T00:21:30.939136
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00556,158256,"Negative volume (-29.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-29.338786626808385,2026-05-16T00:21:30.939152
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12036,158631,"Negative volume (-12.65 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.653622364505,2026-05-16T00:21:30.939168
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07570,158955,"Negative volume (-59.69 L) — likely return/reversal. Tagged for aggregation, not dropped.",-59.68832725958708,2026-05-16T00:21:30.939184
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06446,159097,"Negative volume (-51.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-51.188986119173485,2026-05-16T00:21:30.939200
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01146,159275,"Negative volume (-127.29 L) — likely return/reversal. Tagged for aggregation, not dropped.",-127.29439622520702,2026-05-16T00:21:30.939215
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15093,159563,"Negative volume (-299.72 L) — likely return/reversal. Tagged for aggregation, not dropped.",-299.71736033521364,2026-05-16T00:21:30.939231
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16612,159647,"Negative volume (-42.94 L) — likely return/reversal. Tagged for aggregation, not dropped.",-42.93856822253817,2026-05-16T00:21:30.939247
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00134,159706,"Negative volume (-22.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-22.930510230751047,2026-05-16T00:21:30.939263
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01610,160145,"Negative volume (-7.02 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.016572716898462,2026-05-16T00:21:30.939290
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15968,160308,"Negative volume (-23.96 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.95584551836333,2026-05-16T00:21:30.939316
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01543,160680,"Negative volume (-5.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.270758423350856,2026-05-16T00:21:30.939334
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16623,160849,"Negative volume (-66.52 L) — likely return/reversal. Tagged for aggregation, not dropped.",-66.5166057172993,2026-05-16T00:21:30.939350
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18856,160999,"Negative volume (-4.42 L) — likely return/reversal. Tagged for aggregation, not dropped.",-4.422294985736253,2026-05-16T00:21:30.939366
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00372,161365,"Negative volume (-21.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.337506160538265,2026-05-16T00:21:30.939381
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07847,161572,"Negative volume (-15.75 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.75238820451722,2026-05-16T00:21:30.939397
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15236,161619,"Negative volume (-21.77 L) — likely return/reversal. Tagged for aggregation, not dropped.",-21.770018238062608,2026-05-16T00:21:30.939412
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03391,162212,"Negative volume (-25.35 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.353504714264034,2026-05-16T00:21:30.939427
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10050,162610,"Negative volume (-19.37 L) — likely return/reversal. Tagged for aggregation, not dropped.",-19.36725417093947,2026-05-16T00:21:30.939442
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04883,162715,"Negative volume (-10.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.194352291687654,2026-05-16T00:21:30.939458
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04282,163214,"Negative volume (-43.94 L) — likely return/reversal. Tagged for aggregation, not dropped.",-43.93737423763682,2026-05-16T00:21:30.939473
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11662,163220,"Negative volume (-25.51 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.5072095399361,2026-05-16T00:21:30.939488
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06791,163638,"Negative volume (-5.48 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.483581650475674,2026-05-16T00:21:30.939503
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03629,164039,"Negative volume (-55.31 L) — likely return/reversal. Tagged for aggregation, not dropped.",-55.31170861472058,2026-05-16T00:21:30.939518
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08643,164734,"Negative volume (-36.57 L) — likely return/reversal. Tagged for aggregation, not dropped.",-36.56512962782648,2026-05-16T00:21:30.939533
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07979,166277,"Negative volume (-69.86 L) — likely return/reversal. Tagged for aggregation, not dropped.",-69.86405142733906,2026-05-16T00:21:30.939549
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00630,166294,"Negative volume (-4.55 L) — likely return/reversal. Tagged for aggregation, not dropped.",-4.55035454627057,2026-05-16T00:21:30.939565
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12139,166815,"Negative volume (-27.01 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.007656828621094,2026-05-16T00:21:30.939581
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14663,168024,"Negative volume (-173.71 L) — likely return/reversal. Tagged for aggregation, not dropped.",-173.70909322227456,2026-05-16T00:21:30.939596
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12428,169841,"Negative volume (-9.58 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.583940709347882,2026-05-16T00:21:30.939611
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_05129,172211,"Negative volume (-6.30 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.304977946870451,2026-05-16T00:21:30.939626
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19096,173141,"Negative volume (-18.70 L) — likely return/reversal. Tagged for aggregation, not dropped.",-18.700529665116154,2026-05-16T00:21:30.939640
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02447,173372,"Negative volume (-10.28 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.282159044450548,2026-05-16T00:21:30.939655
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02385,173912,"Negative volume (-76.49 L) — likely return/reversal. Tagged for aggregation, not dropped.",-76.4929428251564,2026-05-16T00:21:30.939670
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04621,174136,"Negative volume (-6.18 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.182557509447973,2026-05-16T00:21:30.939684
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16694,175459,"Negative volume (-10.33 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.32585884576763,2026-05-16T00:21:30.939699
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07183,175953,"Negative volume (-29.31 L) — likely return/reversal. Tagged for aggregation, not dropped.",-29.307470840530236,2026-05-16T00:21:30.939713
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12978,177345,"Negative volume (-45.39 L) — likely return/reversal. Tagged for aggregation, not dropped.",-45.38899634819061,2026-05-16T00:21:30.939730
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08575,178123,"Negative volume (-25.69 L) — likely return/reversal. Tagged for aggregation, not dropped.",-25.694398069935716,2026-05-16T00:21:30.939745
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13302,180092,"Negative volume (-5.31 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.3149870867387055,2026-05-16T00:21:30.939762
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03006,180631,"Negative volume (-8.99 L) — likely return/reversal. Tagged for aggregation, not dropped.",-8.990950639666863,2026-05-16T00:21:30.939778
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02726,180842,"Negative volume (-3.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.470772263640848,2026-05-16T00:21:30.939794
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08477,181242,"Negative volume (-18.21 L) — likely return/reversal. Tagged for aggregation, not dropped.",-18.211158391891647,2026-05-16T00:21:30.939810
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14606,181640,"Negative volume (-13.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-13.47205938277045,2026-05-16T00:21:30.939826
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_15072,182284,"Negative volume (-39.97 L) — likely return/reversal. Tagged for aggregation, not dropped.",-39.96982799797751,2026-05-16T00:21:30.939841
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16309,182455,"Negative volume (-6.47 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.467732380597877,2026-05-16T00:21:30.939856
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19689,182571,"Negative volume (-4.03 L) — likely return/reversal. Tagged for aggregation, not dropped.",-4.034383675588326,2026-05-16T00:21:30.939871
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14720,183126,"Negative volume (-31.42 L) — likely return/reversal. Tagged for aggregation, not dropped.",-31.423968883144227,2026-05-16T00:21:30.939885
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17528,183239,"Negative volume (-3.36 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.361650741821275,2026-05-16T00:21:30.939899
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12384,183642,"Negative volume (-28.66 L) — likely return/reversal. Tagged for aggregation, not dropped.",-28.661833397138096,2026-05-16T00:21:30.939914
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14981,183737,"Negative volume (-18.87 L) — likely return/reversal. Tagged for aggregation, not dropped.",-18.87247394604309,2026-05-16T00:21:30.939928
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02666,183880,"Negative volume (-36.97 L) — likely return/reversal. Tagged for aggregation, not dropped.",-36.96500063683928,2026-05-16T00:21:30.939943
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06681,184828,"Negative volume (-5.90 L) — likely return/reversal. Tagged for aggregation, not dropped.",-5.901223090721461,2026-05-16T00:21:30.939958
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03841,185458,"Negative volume (-58.07 L) — likely return/reversal. Tagged for aggregation, not dropped.",-58.06807606276905,2026-05-16T00:21:30.939973
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04465,186706,"Negative volume (-27.43 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.43165256325389,2026-05-16T00:21:30.939987
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03926,186754,"Negative volume (-29.90 L) — likely return/reversal. Tagged for aggregation, not dropped.",-29.896484836759655,2026-05-16T00:21:30.940002
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_02449,186965,"Negative volume (-3.10 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.0991771154504937,2026-05-16T00:21:30.940017
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16891,187315,"Negative volume (-23.54 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.536004902053374,2026-05-16T00:21:30.940032
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03458,187705,"Negative volume (-663.37 L) — likely return/reversal. Tagged for aggregation, not dropped.",-663.365662015663,2026-05-16T00:21:30.940046
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14621,188204,"Negative volume (-16.84 L) — likely return/reversal. Tagged for aggregation, not dropped.",-16.841233506795184,2026-05-16T00:21:30.940065
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01703,188218,"Negative volume (-13.14 L) — likely return/reversal. Tagged for aggregation, not dropped.",-13.139260485051814,2026-05-16T00:21:30.940080
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17082,188366,"Negative volume (-26.75 L) — likely return/reversal. Tagged for aggregation, not dropped.",-26.749258595574663,2026-05-16T00:21:30.940095
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04259,188471,"Negative volume (-12.70 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.699658614342953,2026-05-16T00:21:30.940109
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08588,188866,"Negative volume (-9.12 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.118556992081045,2026-05-16T00:21:30.940124
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04250,189969,"Negative volume (-23.51 L) — likely return/reversal. Tagged for aggregation, not dropped.",-23.50891342146799,2026-05-16T00:21:30.940139
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11132,190657,"Negative volume (-10.54 L) — likely return/reversal. Tagged for aggregation, not dropped.",-10.540547419943897,2026-05-16T00:21:30.940153
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13057,190755,"Negative volume (-15.72 L) — likely return/reversal. Tagged for aggregation, not dropped.",-15.71686426239942,2026-05-16T00:21:30.940167
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11017,191255,"Negative volume (-31.65 L) — likely return/reversal. Tagged for aggregation, not dropped.",-31.647301411461395,2026-05-16T00:21:30.940182
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_04568,191335,"Negative volume (-32.00 L) — likely return/reversal. Tagged for aggregation, not dropped.",-32.00434123443666,2026-05-16T00:21:30.940197
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14271,191627,"Negative volume (-9.68 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.684807192912585,2026-05-16T00:21:30.940212
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_01595,192768,"Negative volume (-45.46 L) — likely return/reversal. Tagged for aggregation, not dropped.",-45.46286327483251,2026-05-16T00:21:30.940226
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_12848,193201,"Negative volume (-65.61 L) — likely return/reversal. Tagged for aggregation, not dropped.",-65.60950586546639,2026-05-16T00:21:30.940241
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_19943,194657,"Negative volume (-27.77 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.766939666443943,2026-05-16T00:21:30.940255
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_13908,195363,"Negative volume (-49.33 L) — likely return/reversal. Tagged for aggregation, not dropped.",-49.33181644852595,2026-05-16T00:21:30.940270
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18155,195447,"Negative volume (-11.69 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.692397749826403,2026-05-16T00:21:30.940284
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07369,196352,"Negative volume (-11.89 L) — likely return/reversal. Tagged for aggregation, not dropped.",-11.887516401180177,2026-05-16T00:21:30.940299
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03038,196827,"Negative volume (-14.25 L) — likely return/reversal. Tagged for aggregation, not dropped.",-14.253511690405212,2026-05-16T00:21:30.940314
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_17405,196870,"Negative volume (-24.93 L) — likely return/reversal. Tagged for aggregation, not dropped.",-24.929709926914008,2026-05-16T00:21:30.940329
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_10545,197161,"Negative volume (-50.00 L) — likely return/reversal. Tagged for aggregation, not dropped.",-49.99981422004777,2026-05-16T00:21:30.940345
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06617,197925,"Negative volume (-12.50 L) — likely return/reversal. Tagged for aggregation, not dropped.",-12.502432692696935,2026-05-16T00:21:30.940360
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_00217,198431,"Negative volume (-22.12 L) — likely return/reversal. Tagged for aggregation, not dropped.",-22.118161841727215,2026-05-16T00:21:30.940375
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_16548,198539,"Negative volume (-121.54 L) — likely return/reversal. Tagged for aggregation, not dropped.",-121.54072450672729,2026-05-16T00:21:30.940389
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07499,199692,"Negative volume (-132.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-132.3375772806514,2026-05-16T00:21:30.940404
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_11259,200036,"Negative volume (-9.19 L) — likely return/reversal. Tagged for aggregation, not dropped.",-9.188866389676098,2026-05-16T00:21:30.940418
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_03878,200481,"Negative volume (-27.45 L) — likely return/reversal. Tagged for aggregation, not dropped.",-27.445940542036528,2026-05-16T00:21:30.940433
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06522,200554,"Negative volume (-7.76 L) — likely return/reversal. Tagged for aggregation, not dropped.",-7.759658995695691,2026-05-16T00:21:30.940448
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_07263,201355,"Negative volume (-34.63 L) — likely return/reversal. Tagged for aggregation, not dropped.",-34.629827331239824,2026-05-16T00:21:30.940462
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_18930,201502,"Negative volume (-34.75 L) — likely return/reversal. Tagged for aggregation, not dropped.",-34.74746981544028,2026-05-16T00:21:30.940477
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_09120,201914,"Negative volume (-20.74 L) — likely return/reversal. Tagged for aggregation, not dropped.",-20.743751296017535,2026-05-16T00:21:30.940492
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_06126,202342,"Negative volume (-3.55 L) — likely return/reversal. Tagged for aggregation, not dropped.",-3.548642876808261,2026-05-16T00:21:30.940506
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_14004,202925,"Negative volume (-6.34 L) — likely return/reversal. Tagged for aggregation, not dropped.",-6.341622486059673,2026-05-16T00:21:30.940521
transactions,NEGATIVE_VOLUME,Volume_Liters,OUT_08964,203941,"Negative volume (-87.27 L) — likely return/reversal. Tagged for aggregation, not dropped.",-87.26875829943467,2026-05-16T00:21:30.940535
