Outlet_ID,Trade_Spend_Allocation
OUT_01246,0.0
OUT_01247,0.0
OUT_01248,0.0
OUT_01249,0.0
OUT_01250,0.0
OUT_01251,0.0
OUT_01252,0.0
OUT_01253,4398.25
OUT_01254,0.0
OUT_01255,0.0
OUT_01256,0.0
OUT_01257,0.0
OUT_01258,0.0
OUT_01259,0.0
OUT_01260,0.0
OUT_01261,0.0
OUT_01262,6531.3
OUT_01263,2.47
OUT_01264,0.0
OUT_01265,0.0
OUT_01266,0.0
OUT_01267,1578.37
OUT_01268,0.0
OUT_01269,0.0
OUT_01270,6149.62
OUT_01271,0.0
OUT_01272,0.0
OUT_01273,0.0
OUT_01274,0.0
OUT_01275,0.0
OUT_01276,0.0
OUT_01277,0.0
OUT_01278,0.0
OUT_01279,0.0
OUT_01280,0.0
OUT_01281,0.0
OUT_01282,0.0
OUT_01283,0.0
OUT_01284,0.0
OUT_01285,0.0
OUT_01286,0.0
OUT_01287,5806.17
OUT_01288,523.7
OUT_01289,0.0
OUT_01290,0.0
OUT_01291,0.0
OUT_01292,5068.67
OUT_01293,0.0
OUT_01294,0.0
OUT_01295,0.0
OUT_01296,0.0
OUT_01297,0.0
OUT_01298,0.0
OUT_01299,0.0
OUT_01300,0.0
OUT_01301,0.0
OUT_01302,0.0
OUT_01303,0.0
OUT_01304,5784.69
OUT_01305,0.0
OUT_01306,0.0
OUT_01307,0.0
OUT_01308,0.0
OUT_01309,0.0
OUT_01310,0.0
OUT_01311,0.0
OUT_01312,0.0
OUT_01313,0.0
OUT_01314,0.0
OUT_01315,0.0
OUT_01316,835.64
OUT_01317,0.0
OUT_01318,0.0
OUT_01319,0.0
OUT_01320,0.0
OUT_01321,0.0
OUT_01322,0.0
OUT_01323,3112.67
OUT_01324,0.0
OUT_01325,0.0
OUT_01326,0.0
OUT_01327,0.0
OUT_01328,0.0
OUT_01329,0.0
OUT_01330,0.0
OUT_01331,6067.58
OUT_01332,0.0
OUT_01333,0.0
OUT_01334,0.0
OUT_01335,0.0
OUT_01336,0.0
OUT_01337,0.0
OUT_01338,0.0
OUT_01339,0.0
OUT_01340,0.0
OUT_01341,0.0
OUT_01342,0.0
OUT_01343,0.0
OUT_01344,0.0
OUT_01345,0.0
OUT_01346,4569.34
OUT_01347,0.0
OUT_01348,0.0
OUT_01349,0.0
OUT_01350,0.0
OUT_01351,0.0
OUT_01352,390.47
OUT_01353,0.0
OUT_01354,0.0
OUT_01355,6737.2
OUT_01356,0.0
OUT_01357,0.0
OUT_01358,0.0
OUT_01359,0.0
OUT_01360,0.0
OUT_01361,0.0
OUT_01362,0.0
OUT_01363,0.0
OUT_01364,0.0
OUT_01365,0.0
OUT_01366,0.0
OUT_01367,2941.43
OUT_01368,0.0
OUT_01369,0.0
OUT_01370,0.0
OUT_01371,0.0
OUT_01372,0.0
OUT_01373,0.0
OUT_01374,0.0
OUT_01375,135.31
OUT_01376,0.0
OUT_01377,0.0
OUT_01378,0.0
OUT_01379,0.0
OUT_01380,0.0
OUT_01381,0.0
OUT_01382,4866.48
OUT_01383,0.0
OUT_01384,0.0
OUT_01385,0.0
OUT_01386,0.0
OUT_01387,0.0
OUT_01388,0.0
OUT_01389,6061.57
OUT_01390,0.0
OUT_01391,4326.91
OUT_01392,0.0
OUT_01393,0.0
OUT_01394,0.0
OUT_01395,0.0
OUT_01396,580.97
OUT_01397,0.0
OUT_01398,0.0
OUT_01399,0.0
OUT_01400,5016.58
OUT_01401,0.0
OUT_01402,0.0
OUT_01403,0.0
OUT_01404,0.0
OUT_01405,0.0
OUT_01406,0.0
OUT_01407,0.0
OUT_01408,0.0
OUT_01409,0.0
OUT_01410,5854.96
OUT_01411,1369.64
OUT_01412,0.0
OUT_01413,0.0
OUT_01414,0.0
OUT_01415,0.0
OUT_01416,0.0
OUT_01417,0.0
OUT_01418,0.0
OUT_01419,0.0
OUT_01420,5056.13
OUT_01421,0.0
OUT_01422,0.0
OUT_01423,0.0
OUT_01424,0.0
OUT_01425,0.0
OUT_01426,0.0
OUT_01427,0.0
OUT_01428,0.0
OUT_01429,0.0
OUT_01430,0.0
OUT_01431,0.0
OUT_01432,0.0
OUT_01433,0.0
OUT_01434,0.0
OUT_01435,0.0
OUT_01436,0.0
OUT_01437,6771.54
OUT_01438,0.0
OUT_01439,0.0
OUT_01440,1338.39
OUT_01441,0.0
OUT_01442,0.0
OUT_01443,0.0
OUT_01444,0.0
OUT_01445,0.0
OUT_01446,0.0
OUT_01447,0.0
OUT_01448,0.0
OUT_01449,0.0
OUT_01450,0.0
OUT_01451,9030.2
OUT_01452,0.0
OUT_01453,0.0
OUT_01454,0.0
OUT_01455,0.0
OUT_01456,0.0
OUT_01457,0.0
OUT_01458,2074.24
OUT_01459,0.0
OUT_01460,0.0
OUT_01461,1142.58
OUT_01462,0.0
OUT_01463,0.0
OUT_01464,0.0
OUT_01465,0.0
OUT_01466,0.0
OUT_01467,0.0
OUT_01468,0.0
OUT_01469,0.0
OUT_01470,0.0
OUT_01471,0.0
OUT_01472,89.12
OUT_01473,1947.27
OUT_01474,0.0
OUT_01475,0.0
OUT_01476,0.0
OUT_01477,0.0
OUT_01478,0.0
OUT_01479,0.0
OUT_01480,0.0
OUT_01481,322.73
OUT_01482,0.0
OUT_01483,0.0
OUT_01484,0.0
OUT_01485,1249.9
OUT_01486,0.0
OUT_01487,0.0
OUT_01488,0.0
OUT_01489,0.0
OUT_01490,0.0
OUT_01491,0.0
OUT_01492,0.0
OUT_01493,0.0
OUT_01494,0.0
OUT_01495,0.0
OUT_01496,0.0
OUT_01497,0.0
OUT_01498,0.0
OUT_01499,0.0
OUT_01500,0.0
OUT_01501,0.0
OUT_01502,0.0
OUT_01503,5868.28
OUT_01504,0.0
OUT_01505,0.0
OUT_01506,664.51
OUT_01507,0.0
OUT_01508,0.0
OUT_01509,0.0
OUT_01510,0.0
OUT_01511,0.0
OUT_01512,0.0
OUT_01513,0.0
OUT_01514,0.0
OUT_01515,0.0
OUT_01516,0.0
OUT_01517,0.0
OUT_01518,0.0
OUT_01519,0.0
OUT_01520,13.39
OUT_01521,0.0
OUT_01522,0.0
OUT_01523,0.0
OUT_01524,0.0
OUT_01525,0.0
OUT_01526,0.0
OUT_01527,5963.09
OUT_01528,2078.27
OUT_01529,0.0
OUT_01530,0.0
OUT_01531,0.0
OUT_01532,3567.55
OUT_01533,0.0
OUT_01534,0.0
OUT_01535,0.0
OUT_01536,0.0
OUT_01537,0.0
OUT_01538,0.0
OUT_01539,0.0
OUT_01540,0.0
OUT_01541,0.0
OUT_01542,0.0
OUT_01543,0.0
OUT_01544,0.0
OUT_01545,0.0
OUT_01546,0.0
OUT_01547,9267.36
OUT_01548,0.0
OUT_01549,0.0
OUT_01550,0.0
OUT_01551,0.0
OUT_01552,0.0
OUT_01553,0.0
OUT_01554,422.93
OUT_01555,0.0
OUT_01556,0.0
OUT_01557,0.0
OUT_01558,0.0
OUT_01559,0.0
OUT_01560,104.25
OUT_01561,0.0
OUT_01562,0.0
OUT_01563,0.0
OUT_01564,0.0
OUT_01565,0.0
OUT_01566,0.0
OUT_01567,0.0
OUT_01568,0.0
OUT_01569,0.0
OUT_01570,6043.02
OUT_01571,0.0
OUT_01572,3454.68
OUT_01573,0.0
OUT_01574,0.0
OUT_01575,0.0
OUT_01576,0.0
OUT_01577,0.0
OUT_01578,0.0
OUT_01579,0.0
OUT_01580,0.0
OUT_01581,0.0
OUT_01582,6210.45
OUT_01583,0.0
OUT_01584,0.0
OUT_01585,0.0
OUT_01586,0.0
OUT_01587,0.0
OUT_01588,0.0
OUT_01589,0.0
OUT_01590,0.0
OUT_01591,0.0
OUT_01592,0.0
OUT_01593,0.0
OUT_01594,0.0
OUT_01595,0.0
OUT_01596,0.0
OUT_01597,0.0
OUT_01598,0.0
OUT_01599,0.0
OUT_01600,0.0
OUT_01601,0.0
OUT_01602,9313.51
OUT_01603,0.0
OUT_01604,0.0
OUT_01605,3959.47
OUT_01606,0.0
OUT_01607,0.0
OUT_01608,0.0
OUT_01609,0.0
OUT_01610,0.0
OUT_01611,0.0
OUT_01612,0.0
OUT_01613,0.0
OUT_01614,0.0
OUT_01615,0.0
OUT_01616,0.0
OUT_01617,0.0
OUT_01618,0.0
OUT_01619,0.0
OUT_01620,0.0
OUT_01621,6274.84
OUT_01622,0.0
OUT_01623,0.0
OUT_01624,1108.64
OUT_01625,0.0
OUT_01626,0.0
OUT_01627,0.0
OUT_01628,0.0
OUT_01629,4224.03
OUT_01630,0.0
OUT_01631,0.0
OUT_01632,0.0
OUT_01633,0.0
OUT_01634,969.1
OUT_01635,0.0
OUT_01636,0.0
OUT_01637,0.0
OUT_01638,0.0
OUT_01639,2109.03
OUT_01640,2748.53
OUT_01641,0.0
OUT_01642,0.0
OUT_01643,0.0
OUT_01644,0.0
OUT_01645,0.0
OUT_01646,0.0
OUT_01647,0.0
OUT_01648,0.0
OUT_01649,0.0
OUT_01650,1803.1
OUT_01651,0.0
OUT_01652,0.0
OUT_01653,0.0
OUT_01654,5117.73
OUT_01655,0.0
OUT_01656,6401.69
OUT_01657,0.0
OUT_01658,0.0
OUT_01659,0.0
OUT_01660,0.0
OUT_01661,0.0
OUT_01662,0.0
OUT_01663,0.0
OUT_01664,0.0
OUT_01665,0.0
OUT_01666,4081.71
OUT_01667,0.0
OUT_01668,0.0
OUT_01669,0.0
OUT_01670,0.0
OUT_01671,0.0
OUT_01672,0.0
OUT_01673,0.0
OUT_01674,0.0
OUT_01675,0.0
OUT_01676,0.0
OUT_01677,0.0
OUT_01678,0.0
OUT_01679,0.0
OUT_01680,0.0
OUT_01681,0.0
OUT_01682,0.0
OUT_01683,0.0
OUT_01684,0.0
OUT_01685,0.0
OUT_01686,0.0
OUT_01687,0.0
OUT_01688,0.0
OUT_01689,0.0
OUT_01690,0.0
OUT_01691,0.0
OUT_01692,0.0
OUT_01693,0.0
OUT_01694,6136.03
OUT_01695,0.0
OUT_01696,0.0
OUT_01697,0.0
OUT_01698,0.0
OUT_01699,0.0
OUT_01700,0.0
OUT_01701,0.0
OUT_01702,0.0
OUT_01703,0.0
OUT_01704,0.0
OUT_01705,985.06
OUT_01706,0.0
OUT_01707,0.0
OUT_01708,0.0
OUT_01709,0.0
OUT_01710,0.0
OUT_01711,0.0
OUT_01712,858.97
OUT_01713,0.0
OUT_01714,0.0
OUT_01715,0.0
OUT_01716,0.0
OUT_01717,0.0
OUT_01718,0.0
OUT_01719,0.0
OUT_01720,0.0
OUT_01721,0.0
OUT_01722,0.0
OUT_01723,0.0
OUT_01724,0.0
OUT_01725,0.0
OUT_01726,0.0
OUT_01727,0.0
OUT_01728,0.0
OUT_01729,0.0
OUT_01730,3345.08
OUT_01731,0.0
OUT_01732,0.0
OUT_01733,0.0
OUT_01734,0.0
OUT_01735,5168.59
OUT_01736,0.0
OUT_01737,6103.32
OUT_01738,0.0
OUT_01739,0.0
OUT_01740,118.86
OUT_01741,0.0
OUT_01742,0.0
OUT_01743,0.0
OUT_01744,0.0
OUT_01745,0.0
OUT_01746,0.0
OUT_01747,0.0
OUT_01748,0.0
OUT_01749,5885.85
OUT_01750,0.0
OUT_01751,0.0
OUT_01752,0.0
OUT_01753,0.0
OUT_01754,0.0
OUT_01755,3405.47
OUT_01756,3896.86
OUT_01757,489.97
OUT_01758,0.0
OUT_01759,0.0
OUT_01760,0.0
OUT_01761,0.0
OUT_01762,0.0
OUT_01763,0.0
OUT_01764,0.0
OUT_01765,0.0
OUT_01766,681.61
OUT_01767,6367.3
OUT_01768,3715.51
OUT_01769,0.0
OUT_01770,0.0
OUT_01771,0.0
OUT_01772,0.0
OUT_01773,0.0
OUT_01774,0.0
OUT_01775,0.0
OUT_01776,0.0
OUT_01777,0.0
OUT_01778,0.0
OUT_01779,0.0
OUT_01780,0.0
OUT_01781,0.0
OUT_01782,1061.85
OUT_01783,0.0
OUT_01784,0.0
OUT_01785,3670.93
OUT_01786,0.0
OUT_01787,0.0
OUT_01788,0.0
OUT_01789,0.0
OUT_01790,0.0
OUT_01791,0.0
OUT_01792,0.0
OUT_01793,0.0
OUT_01794,0.0
OUT_01795,0.0
OUT_01796,0.0
OUT_01797,0.0
OUT_01798,0.0
OUT_01799,0.0
OUT_01800,0.0
OUT_01801,0.0
OUT_01802,1487.78
OUT_01803,770.36
OUT_01804,8796.11
OUT_01805,0.0
OUT_01806,0.0
OUT_01807,0.0
OUT_01808,0.0
OUT_01809,0.0
OUT_01810,0.0
OUT_01811,0.0
OUT_01812,0.0
OUT_01813,0.0
OUT_01814,0.0
OUT_01815,0.0
OUT_01816,0.0
OUT_01817,0.0
OUT_01818,0.0
OUT_01819,0.0
OUT_01820,0.0
OUT_01821,0.0
OUT_01822,0.0
OUT_01823,0.0
OUT_01824,0.0
OUT_01825,1123.96
OUT_01826,0.0
OUT_01827,742.22
OUT_01828,0.0
OUT_01829,0.0
OUT_01830,0.0
OUT_01831,0.0
OUT_01832,0.0
OUT_01833,0.0
OUT_01834,4992.47
OUT_01835,1006.98
OUT_01836,0.0
OUT_01837,0.0
OUT_01838,0.0
OUT_01839,0.0
OUT_01840,0.0
OUT_01841,2637.34
OUT_01842,0.0
OUT_01843,0.0
OUT_01844,220.97
OUT_01845,0.0
OUT_01846,0.0
OUT_01847,5666.79
OUT_01848,0.0
OUT_01849,0.0
OUT_01850,0.0
OUT_01851,3754.72
OUT_01852,6262.79
OUT_01853,3256.13
OUT_01854,2340.98
OUT_01855,0.0
OUT_01856,0.0
OUT_01857,0.0
OUT_01858,0.0
OUT_01859,0.0
OUT_01860,0.0
OUT_01861,0.0
OUT_01862,0.0
OUT_01863,0.0
OUT_01864,0.0
OUT_01865,0.0
OUT_01866,0.0
OUT_01867,0.0
OUT_01868,0.0
OUT_01869,1188.82
OUT_01870,0.0
OUT_01871,0.0
OUT_01872,0.0
OUT_01873,0.0
OUT_01874,0.0
OUT_01875,0.0
OUT_01876,0.0
OUT_01877,309.09
OUT_01878,1616.86
OUT_01879,0.0
OUT_01880,0.0
OUT_01881,0.0
OUT_01882,0.0
OUT_01883,0.0
OUT_01884,0.0
OUT_01885,0.0
OUT_01886,0.0
OUT_01887,0.0
OUT_01888,0.0
OUT_01889,0.0
OUT_01890,0.0
OUT_01891,3202.26
OUT_01892,0.0
OUT_01893,0.0
OUT_01894,0.0
OUT_01895,0.0
OUT_01896,0.0
OUT_01897,5854.68
OUT_01898,0.0
OUT_01899,0.0
OUT_01900,0.0
OUT_01901,579.4
OUT_01902,0.0
OUT_01903,1316.83
OUT_01904,0.0
OUT_01905,0.0
OUT_01906,1588.2
OUT_01907,0.0
OUT_01908,6378.35
OUT_01909,0.0
OUT_01910,0.0
OUT_01911,0.0
OUT_01912,0.0
OUT_01913,0.0
OUT_01914,0.0
OUT_01915,0.0
OUT_01916,0.0
OUT_01917,0.0
OUT_01918,0.0
OUT_01919,0.0
OUT_01920,0.0
OUT_01921,0.0
OUT_01922,0.0
OUT_01923,0.0
OUT_01924,0.0
OUT_01925,0.0
OUT_01926,560.43
OUT_01927,9319.03
OUT_01928,5824.79
OUT_01929,0.0
OUT_01930,0.0
OUT_01931,0.0
OUT_01932,0.0
OUT_01933,0.0
OUT_01934,0.0
OUT_01935,0.0
OUT_01936,0.0
OUT_01937,2197.11
OUT_01938,0.0
OUT_01939,0.0
OUT_01940,0.0
OUT_01941,0.0
OUT_01942,0.0
OUT_01943,0.0
OUT_01944,766.18
OUT_01945,0.0
OUT_01946,0.0
OUT_01947,0.0
OUT_01948,0.0
OUT_01949,0.0
OUT_01950,0.0
OUT_01951,6016.65
OUT_01952,0.0
OUT_01953,0.0
OUT_01954,3683.47
OUT_01955,0.0
OUT_01956,0.0
OUT_01957,0.0
OUT_01958,0.0
OUT_01959,0.0
OUT_01960,0.0
OUT_01961,530.6
OUT_01962,0.0
OUT_01963,0.0
OUT_01964,0.0
OUT_01965,0.0
OUT_01966,0.0
OUT_01967,0.0
OUT_01968,0.0
OUT_01969,0.0
OUT_01970,1880.31
OUT_01971,0.0
OUT_01972,0.0
OUT_01973,0.0
OUT_01974,0.0
OUT_01975,0.0
OUT_01976,0.0
OUT_01977,0.0
OUT_01978,0.0
OUT_01979,5013.07
OUT_01980,0.0
OUT_01981,0.0
OUT_01982,0.0
OUT_01983,0.0
OUT_01984,0.0
OUT_01985,0.0
OUT_01986,0.0
OUT_01987,0.0
OUT_01988,0.0
OUT_01989,0.0
OUT_01990,0.0
OUT_01991,1054.83
OUT_01992,0.0
OUT_01993,0.0
OUT_01994,0.0
OUT_01995,0.0
OUT_01996,6230.4
OUT_01997,784.81
OUT_01998,0.0
OUT_01999,850.63
OUT_02000,0.0
OUT_02001,0.0
OUT_02002,0.0
OUT_02003,0.0
OUT_02004,0.0
OUT_02005,0.0
OUT_02006,0.0
OUT_02007,0.0
OUT_02008,0.0
OUT_02009,0.0
OUT_02010,0.0
OUT_02011,0.0
OUT_02012,0.0
OUT_02013,0.0
OUT_02014,956.92
OUT_02015,0.0
OUT_02016,2159.8
OUT_02017,701.92
OUT_02018,0.0
OUT_02019,0.0
OUT_02020,0.0
OUT_02021,0.0
OUT_02022,1699.57
OUT_02023,0.0
OUT_02024,0.0
OUT_02025,2846.16
OUT_02026,0.0
OUT_02027,0.0
OUT_02028,0.0
OUT_02029,0.0
OUT_02030,3993.86
OUT_02031,0.0
OUT_02032,0.0
OUT_02033,0.0
OUT_02034,1404.06
OUT_02035,0.0
OUT_02036,0.0
OUT_02037,0.0
OUT_02038,0.0
OUT_02039,0.0
OUT_02040,0.0
OUT_02041,0.0
OUT_02042,0.0
OUT_02043,0.0
OUT_02044,5876.08
OUT_02045,0.0
OUT_02046,0.0
OUT_02047,3631.85
OUT_02048,0.0
OUT_02049,0.0
OUT_02050,0.0
OUT_02051,0.0
OUT_02052,0.0
OUT_02053,0.0
OUT_02054,0.0
OUT_02055,0.0
OUT_02056,1579.02
OUT_02057,0.0
OUT_02058,105.96
OUT_02059,0.0
OUT_02060,0.0
OUT_02061,0.0
OUT_02062,0.0
OUT_02063,0.0
OUT_02064,0.0
OUT_02065,0.0
OUT_02066,87.55
OUT_02067,0.0
OUT_02068,4700.44
OUT_02069,0.0
OUT_02070,0.0
OUT_02071,0.0
OUT_02072,5077.28
OUT_02073,0.0
OUT_02074,0.0
OUT_02075,0.0
OUT_02076,0.0
OUT_02077,0.0
OUT_02078,0.0
OUT_02079,0.0
OUT_02080,0.0
OUT_02081,0.0
OUT_02082,0.0
OUT_02083,1746.57
OUT_02084,0.0
OUT_02085,1870.66
OUT_02086,4239.75
OUT_02087,0.0
OUT_02088,4122.77
OUT_02089,0.0
OUT_02090,0.0
OUT_02091,0.0
OUT_02092,0.0
OUT_02093,0.0
OUT_02094,0.0
OUT_02095,2033.45
OUT_02096,0.0
OUT_02097,6589.82
OUT_02098,0.0
OUT_02099,0.0
OUT_02100,0.0
OUT_02101,0.0
OUT_02102,0.0
OUT_02103,0.0
OUT_02104,3431.9
OUT_02105,0.0
OUT_02106,0.0
OUT_02107,0.0
OUT_02108,0.0
OUT_02109,0.0
OUT_02110,0.0
OUT_02111,0.0
OUT_02112,0.0
OUT_02113,0.0
OUT_02114,0.0
OUT_02115,0.0
OUT_02116,0.0
OUT_02117,0.0
OUT_02118,0.0
OUT_02119,0.0
OUT_02120,0.0
OUT_02121,0.0
OUT_02122,0.0
OUT_02123,0.0
OUT_02124,0.0
OUT_02125,0.0
OUT_02126,0.0
OUT_02127,0.0
OUT_02128,0.0
OUT_02129,0.0
OUT_02130,0.0
OUT_02131,0.0
OUT_02132,0.0
OUT_02133,967.79
OUT_02134,0.0
OUT_02135,0.0
OUT_02136,694.26
OUT_02137,0.0
OUT_02138,0.0
OUT_02139,6037.57
OUT_02140,0.0
OUT_02141,0.0
OUT_02142,0.0
OUT_02143,0.0
OUT_02144,0.0
OUT_02145,0.0
OUT_02146,6321.92
OUT_02147,3871.07
OUT_02148,0.0
OUT_02149,0.0
OUT_02150,0.0
OUT_02151,0.0
OUT_02152,1015.09
OUT_02153,0.0
OUT_02154,0.0
OUT_02155,0.0
OUT_02156,0.0
OUT_02157,0.0
OUT_02158,0.0
OUT_02159,0.0
OUT_02160,0.0
OUT_02161,0.0
OUT_02162,0.0
OUT_02163,0.0
OUT_02164,0.0
OUT_02165,0.0
OUT_02166,0.0
OUT_02167,0.0
OUT_02168,0.0
OUT_02169,0.0
OUT_02170,0.0
OUT_02171,0.0
OUT_02172,0.0
OUT_02173,0.0
OUT_02174,0.0
OUT_02175,0.0
OUT_02176,1218.33
OUT_02177,0.0
OUT_02178,0.0
OUT_02179,9314.75
OUT_02180,662.38
OUT_02181,774.51
OUT_02182,0.0
OUT_02183,0.0
OUT_02184,0.0
OUT_02185,0.0
OUT_02186,0.0
OUT_02187,0.0
OUT_02188,0.0
OUT_02189,0.0
OUT_02190,0.0
OUT_02191,7729.87
OUT_02192,0.0
OUT_02193,0.0
OUT_02194,0.0
OUT_02195,0.0
OUT_02196,0.0
OUT_02197,0.0
OUT_02198,0.0
OUT_02199,0.0
OUT_02200,0.0
OUT_02201,0.0
OUT_02202,0.0
OUT_02203,6275.36
OUT_02204,0.0
OUT_02205,0.0
OUT_02206,0.0
OUT_02207,432.45
OUT_02208,0.0
OUT_02209,0.0
OUT_02210,0.0
OUT_02211,0.0
OUT_02212,0.0
OUT_02213,0.0
OUT_02214,0.0
OUT_02215,0.0
OUT_02216,0.0
OUT_02217,144.31
OUT_02218,0.0
OUT_02219,0.0
OUT_02220,0.0
OUT_02221,0.0
OUT_02222,0.0
OUT_02223,0.0
OUT_02224,0.0
OUT_02225,0.0
OUT_02226,0.0
OUT_02227,0.0
OUT_02228,0.0
OUT_02229,0.0
OUT_02230,0.0
OUT_02231,0.0
OUT_02232,0.0
OUT_02233,0.0
OUT_02234,0.0
OUT_02235,0.0
OUT_02236,1453.19
OUT_02237,0.0
OUT_02238,6295.4
OUT_02239,0.0
OUT_02240,0.0
OUT_02241,0.0
OUT_02242,1831.47
OUT_02243,1094.43
OUT_02244,0.0
OUT_02245,0.0
OUT_02246,960.7
OUT_02247,0.0
OUT_02248,2567.84
OUT_02249,0.0
OUT_02250,0.0
OUT_02251,0.0
OUT_02252,0.0
OUT_02253,0.0
OUT_02254,0.0
OUT_02255,0.0
OUT_02256,0.0
OUT_02257,0.0
OUT_02258,0.0
OUT_02259,0.0
OUT_02260,0.0
OUT_02261,0.0
OUT_02262,0.0
OUT_02263,0.0
OUT_02264,0.0
OUT_02265,0.0
OUT_02266,0.0
OUT_02267,3060.06
OUT_02268,0.0
OUT_02269,0.0
OUT_02270,0.0
OUT_02271,0.0
OUT_02272,3133.63
OUT_02273,0.0
OUT_02274,0.0
OUT_02275,0.0
OUT_02276,0.0
OUT_02277,0.0
OUT_02278,0.0
OUT_02279,1373.32
OUT_02280,0.0
OUT_02281,0.0
OUT_02282,0.0
OUT_02283,0.0
OUT_02284,0.0
OUT_02285,0.0
OUT_02286,5706.26
OUT_02287,0.0
OUT_02288,0.0
OUT_02289,0.0
OUT_02290,0.0
OUT_02291,0.0
OUT_02292,0.0
OUT_02293,0.0
OUT_02294,0.0
OUT_02295,0.0
OUT_02296,0.0
OUT_02297,0.0
OUT_02298,6150.8
OUT_02299,0.0
OUT_02300,0.0
OUT_02301,44.5
OUT_02302,0.0
OUT_02303,1211.58
OUT_02304,0.0
OUT_02305,0.0
OUT_02306,0.0
OUT_02307,0.0
OUT_02308,2531.72
OUT_02309,0.0
OUT_02310,0.0
OUT_02311,0.0
OUT_02312,0.0
OUT_02313,0.0
OUT_02314,0.0
OUT_02315,0.0
OUT_02316,0.0
OUT_02317,0.0
OUT_02318,0.0
OUT_02319,0.0
OUT_02320,0.0
OUT_02321,0.0
OUT_02322,0.0
OUT_02323,0.0
OUT_02324,0.0
OUT_02325,0.0
OUT_02326,0.0
OUT_02327,0.0
OUT_02328,0.0
OUT_02329,0.0
OUT_02330,0.0
OUT_02331,0.0
OUT_02332,0.0
OUT_02333,0.0
OUT_02334,1854.23
OUT_02335,0.0
OUT_02336,0.0
OUT_02337,0.0
OUT_02338,0.0
OUT_02339,0.0
OUT_02340,0.0
OUT_02341,0.0
OUT_02342,0.0
OUT_02343,0.0
OUT_02344,0.0
OUT_02345,0.0
OUT_02346,6043.46
OUT_02347,0.0
OUT_02348,0.0
OUT_02349,0.0
OUT_02350,0.0
OUT_02351,2017.75
OUT_02352,0.0
OUT_02353,3928.74
OUT_02354,0.0
OUT_02355,0.0
OUT_02356,0.0
OUT_02357,0.0
OUT_02358,737.44
OUT_02359,0.0
OUT_02360,0.0
OUT_02361,0.0
OUT_02362,0.0
OUT_02363,0.0
OUT_02364,0.0
OUT_02365,0.0
OUT_02366,0.0
OUT_02367,0.0
OUT_02368,0.0
OUT_02369,87.21
OUT_02370,0.0
OUT_02371,23.46
OUT_02372,0.0
OUT_02373,3021.07
OUT_02374,0.0
OUT_02375,0.0
OUT_02376,0.0
OUT_02377,0.0
OUT_02378,0.0
OUT_02379,0.0
OUT_02380,0.0
OUT_02381,0.0
OUT_02382,0.0
OUT_02383,762.3
OUT_02384,0.0
OUT_02385,0.0
OUT_02386,0.0
OUT_02387,6220.54
OUT_02388,0.0
OUT_02389,0.0
OUT_02390,0.0
OUT_02391,0.0
OUT_02392,0.0
OUT_02393,0.0
OUT_02394,0.0
OUT_02395,0.0
OUT_02396,0.0
OUT_02397,0.0
OUT_02398,0.0
OUT_02399,6334.53
OUT_02400,0.0
OUT_02401,0.0
OUT_02402,0.0
OUT_02403,0.0
OUT_02404,585.73
OUT_02405,620.56
OUT_02406,0.0
OUT_02407,0.0
OUT_02408,0.0
OUT_02409,0.0
OUT_02410,0.0
OUT_02411,0.0
OUT_02412,0.0
OUT_02413,0.0
OUT_02414,0.0
OUT_02415,0.0
OUT_02416,5799.01
OUT_02417,0.0
OUT_02418,5471.29
OUT_02419,0.0
OUT_02420,0.0
OUT_02421,0.0
OUT_02422,1444.32
OUT_02423,0.0
OUT_02424,0.0
OUT_02425,0.0
OUT_02426,0.0
OUT_02427,0.0
OUT_02428,0.0
OUT_02429,0.0
OUT_02430,0.0
OUT_02431,0.0
OUT_02432,0.0
OUT_02433,0.0
OUT_02434,0.0
OUT_02435,0.0
OUT_02436,5989.78
OUT_02437,1843.15
OUT_02438,0.0
OUT_02439,3699.4
OUT_02440,0.0
OUT_02441,0.0
OUT_02442,0.0
OUT_02443,0.0
OUT_02444,5886.25
OUT_02445,0.0
OUT_02446,0.0
OUT_02447,0.0
OUT_02448,0.0
OUT_02449,0.0
OUT_02450,0.0
OUT_02451,0.0
OUT_02452,6230.39
OUT_02453,0.0
OUT_02454,2919.22
OUT_02455,0.0
OUT_02456,0.0
OUT_02457,0.0
OUT_02458,0.0
OUT_02459,1028.51
OUT_02460,0.0
OUT_02461,0.0
OUT_02462,0.0
OUT_02463,0.0
OUT_02464,0.0
OUT_02465,0.0
OUT_02466,0.0
OUT_02467,0.0
OUT_02468,0.0
OUT_02469,0.0
OUT_02470,0.0
OUT_02471,0.0
OUT_02472,0.0
OUT_02473,0.0
OUT_02474,0.0
OUT_02475,0.0
OUT_02476,0.0
OUT_02477,0.0
OUT_02478,0.0
OUT_02479,5788.13
OUT_02480,0.0
OUT_02481,0.0
OUT_02482,5196.68
OUT_02483,0.0
OUT_02484,0.0
OUT_02485,0.0
OUT_02486,0.0
OUT_02487,0.0
OUT_02488,0.0
OUT_02489,0.0
OUT_02490,0.0
OUT_02491,0.0
OUT_02492,0.0
OUT_02493,0.0
OUT_02494,0.0
OUT_02495,0.0
OUT_02496,0.0
OUT_02497,0.0
OUT_02498,6180.64
OUT_02499,0.0
OUT_02500,0.0
OUT_02501,0.0
OUT_02502,0.0
OUT_02503,0.0
